bicCode,Country,City,Company
TABU,Bermuda,HAMILTON,STOLT TANK CONTAINERS LEASING LTD
TACU,Panama,BP 0830-01580,EAST CIRCLE INVESTMENT COPR
TAFU,France,SAINT PIERRE,TERRES AUSTRALES ET ANTARCTIQUES FRANCAISES
TAHU,Singapore,Singapore,TA ASIA LOGISTICS PTE LTD
TAIU,Bermuda,HAMILTON,STOLT TANK CONTAINERS LEASING LTD
TALU,Germany,HURTH,ALFRED TALKE GMBH & CO.KG
TANU,Germany,BRAAK,TACON GMBH TANK & CONTAINER SERVICES
TAPU,Singapore,Singapore,TOKUYAMA ELECTRONIC CHEMICALS PTE LTD
TARU,Italy,LA SPEZIA  SP,TARROS SPA
TASU,United Kingdom,SURREY GU8 6BQ,TANKSPAN LEASING LIMITED
TATU,Trinidad and Tobago,LAVENTILLE,TRINIDAD DISTILLERS LTD
TAXU,Netherlands,Rotterdam,TANK ASSET MANAGEMENT
TAYU,Spain,EL PALMAR - MURCIA,EUROPEA DE CONTENEDORES S.A. EUCONSA
TBBU,China,BEIJING,CHINA RAILWAY TIELONG CONTAINER LOG CORP LTD
TBEU,China,Changji,"XINJIANG TBEA GROUP LOGISTICS CO.,LTD."
TBGU,China,BEIJING,CHINA RAILWAY TIELONG CONTAINER LOG CORP LTD
TBJU,China,BEIJING,CHINA RAILWAY CONTAINER TRANSPORT CORP
TBKU,Japan,Matsuyama,TEIJIN LOGISTICS CO LTD
TBLU,China,DALIAN,"CHINA RAILWAY TIELONG CONTAINER LOGISTICS CO., LTD. BEIJING SPECIAL CONTAINER TECHNOLOGY DEVELOPMENT CENTER"
TBPU,China,BEIJING,CHINA RAILWAY TIELONG CONTAINER LOG CORP LTD
TBSU,Australia,Dandenong,TIMBER BUILDING SYSTEMS PTY LTD
TBUU,Australia,MIDVALE,TRUE BLUE CONTAINERS (2005) PTY LTD
TBXU,Brazil,CACHOEIRINHA,BOMAG MARINI EQUIPAMENTOS LTDA
TCAU,Cuba,LA HABANA,BLUE BALTIC SHIPPING & TRADING LIMITED
TCCU,Italy,NAPOLI,TANK CONTAINER CLEANING SERVICES S.R.L.
TCDU,China,JIUJIANG,"JIUJIANG TINCI MATERIALS TECHNOLOGY CO., LTD"
TCEU,Malaysia,KUALA LUMPUR,TASEK CORPORATION BHD
TCGU,France,SALAISE-SUR-SANNE,TRANSPORTS COTTARD-GLENAT CHIMIE
TCHU,Brazil,SAD VICENTE,TORAN SOLUTION LTD C/O SANTOS CONTAINER LTDA
TCIU,Denmark,TAASTRUP,TITAN CONTAINERS A/S
TCKU,United States,"PURCHASE, NY 10577",TRITON INTERNATIONAL LTD
TCLU,United States,"PURCHASE, NY 10577-2135",TAL INTERNATIONAL
TCMU,Spain,BARCELONA,TCS TRANS S.L.
TCNU,United States,"PURCHASE, NY 10577",TRITON INTERNATIONAL LTD
TCOU,Russian Federation,VLADIVOSTOK,JSC TECO
TCRU,HK,KOWLOON BAY,TRANS-CHINA EXPRESS (HK) CO LIMITED
TCSU,Netherlands,SPIJKENISSE,TANKCON B.V
TCTU,Switzerland,BALERNA,TI. CI. TI. SA
TCUU,Netherlands,DORDRECHT,TRIFLEET LEASING HOLDING B.V.
TCVU,Germany,Hamburg,TWS TANKCONTAINER-LEASING GMBH & CO KG
TCXU,United Kingdom,ABERDEEN,TRANSMIT CONTAINERS LTD
TDEU,United Arab Emirates,Dubai,TDS SHIPPING LLC
TDIU,"Iran, Islamic Republic of",TEHRAN,TORANG DARYA SHIPPING CO LTD
TDLU,HK,HONG KONG,TRANS DISTANCE LINE LTD
TDRU,United States,"PURCHASE, NY 10577-2135",TAL INTERNATIONAL
TDTU,United States,"PURCHASE, NY 10577-2135",TAL INTERNATIONAL
TEAU,United States,"SARASOTA, FL 34243",TEAKDECKING SYSTEMS INC
TECU,Kuwait,FAHEHEEL,TECHNOLOGY INDUSTRIAL GASES PRODUCTION CO
TEDU,Chile,SANTIAGO,AGUNSA-AGENCIA UNIVERSALES S.A
TEEU,Belgium,MERKSEM,CRYO-TEC BVBA
TEGU,Indonesia,JAKARTA UTARA,PT TEMAS TBK
TEIU,China,Beijing,BEIJING TRANS EURASIA INTERNATIONAL LOGISTICS LTD.
TELU,HK,Hong Kong,TRANS EATON INTERNATIONAL ASSET MANAGEMENT COMPANY LIMITED
TEMU,Bermuda,"HAMILTON, HM HX",TEXTAINER EQUIPMENT MANAGEMENT LTD
TENU,United States,"SAN FRANCISCO, CA 94108",TEXTAINER EQUIPMENT MANAGEMENT LIMITED
TEOU,Russian Federation,Saint-Petersburg,TRANSGEO LLC (LIMITED LIABILITY COMPANY)
TERU,Spain,SANTURCE VIZCAYA,TECNIRUTA CONCISA S.A.
TETU,South Africa,Johannesburg,TETRA4 (PTY) LTD
TEXU,Bermuda,"HAMILTON, HM HX",TEXTAINER EQUIPMENT MANAGEMENT LTD
TFCU,Italy,REGGIO EMILIA,FAGIOLI SPA
TFEU,Finland,HELSINKI,TRANSFENNICA LTD
TFGU,Germany,MAINZ,DB CARGO AG
TFHU,United Kingdom,Widnes (Cheshire),DHL FLEET SUPPORT ENGINEER
TFMU,Russian Federation,VLADIVOSTOK,TFM
TFRU,Spain,LLEIDA,CONTENEDORES TEIFER
TFSU,Ukraine,"Burlacha Balka, Chornomorsk",INTERFERRY
TFTU,Singapore,Singapore,TANKFORMATOR (S) PTE LTD
TGAU,Poland,KRAKOW,TECHGLASS SP. ZOO.
TGBU,Bermuda,"HAMILTON, HM HX",TEXTAINER EQUIPMENT MANAGEMENT LTD
TGCU,France,LA DEFENSE,TOUAX
TGEU,"Taiwan, China",CHANGHUA COUNTY,TAIWAN SPECIAL CHEMICALS CORPORATION
TGGU,China,SHANGHAI,TIGER GAS (SHANGHAI) LIMITED
TGHU,Bermuda,"HAMILTON, HM HX",TEXTAINER EQUIPMENT MANAGEMENT LTD
TGIU,"Korea, Republic of",SEOUL,TAEWOONG LOGISTICS CO.LTD
TGLU,Turkey,ISTANBUL,TLS LOJISTIK A.S
TGPU,United States,Woodbridge,GENSETPOOL
TGRU,Russian Federation,MOSCOW,SPECTRANSGARANT LLC
TGSU,Singapore,Singapore,TOUAX CONTAINER LEASING PTE LTD
TGTU,China,NINGBO,NINGBO TRANSOCEAN GLOBAL TRANSPORTATION CORP.LTD
TGVU,United States,DORAL,LOGIX CAPITAL LLC
THAU,China,Chongqing,"CHONGQING TONGHUI GAS CO., LTD."
THBU,Switzerland,LA CROIX (LUTRY),CONT-ASPHALT LTD.
THEU,Italy,GENOVA  GE,THERMOCAR SRL  ITALIA
THGU,China,Beijing,BEIJING TIANHAI CRYOGENIC EQUIPMENT CO. LTD.
THIU,Switzerland,Zug,THIELMANN FINANCIAL SOLUTIONS AG
THJU,China,Shenzhen,"SHENZHEN TEHUAJIAN ADAMANTITE STRUCTURE MANUFACTURING CO., LTD."
THKU,Russian Federation,Moscow,TANK-CONTAINER PETROCHEMICAL COMPANY LTD
THPU,Italy,GENOVA (GE),ITALMATCH CHEMICALS S.P.A.
THQU,Mexico,QUERETARO,"THOR QUIMICOS DE MEXICO, SA DE CV"
THSU,Russian Federation,Dzerzhinsk,"TRADING HOUSE ""SINTEZ-OIL"", LTD"
THYU,Netherlands,GEULLE,THIJSSEN DRILLING COMPANY BV
TIBU,Germany,BRAAK,TACON GMBH TANK & CONTAINER SERVICES
TICU,Italy,SANTA MARIA DI ZEVIO (VR),LIVERANI GROUP SPA
TIFU,Netherlands,DORDRECHT,TRIFLEET LEASING HOLDING B.V.
TIHU,HK,HONG KONG,TRADECORP INTERNATIONAL HONG KONG LIMITED
TIIU,United States,"PURCHASE, NY 10577",TRITON INTERNATIONAL LTD
TILU,United Kingdom,"WORTHING, WEST SUSSEX",TEC CONTAINER SOLUTIONS
TIMU,Ireland,Dublin,ALPSANNA LIMITED
TIOU,France,MARSEILLE CEDEX 09,ONET TECHNOLOGIES TI
TIPU,Netherlands,Amsterdam,TIP TRAILER SERVICES MANAGEMENT B.V.
TISU,Russian Federation,ST PETERSBURG,TRANSPORT INDUSTRIAL SERVICE (TIS) LTD
TITU,Denmark,TAASTRUP,TITAN CONTAINERS A/S
TIUU,France,CARVIN,TACQUET INDUSTRIES
TIVU,Cape Verde,PRAIA,TRANSINSULAR CABO VERDE
TJZU,China,HANGZHOU,"HANGZHOU TIEJI FREIGHT CO., LTD"
TKCU,Italy,TRUCCAZZANO,CONSERT S.R.L.
TKIU,United States,"Cold Spring, MN 56320","TOM KRAEMER, INC."
TKKU,Papua New Guinea,Lae,TRUKAI INDUSTRIES LTD
TKLU,China,SHANGHAI,SHANGHAI YUXIN CONTAINER LEASING CO LTD
TKMU,Russian Federation,Novosaratovka,TANKMASTER LTD
TKNU,Netherlands,ROTTERDAM,THERMO KING TRANSPORT KOELING B.V.
TKRU,Russian Federation,MOSCOW,PJSC TRANSCONTAINER
TKSU,Russian Federation,MOSCOW,TERMOCON LTD
TLCU,Poland,GDYNIA,UNIFEEDER A/S
TLEU,Germany,HAMBURG,HAPAG LLOYD A.G
TLFU,Turkey,ANKARA,NUROL TEKNOLOJI SAN. VE MAD. TIC. A.S.
TLIU,United States,"FULTON, MD 20759","TRANSPORT LOGISTICS INTERNATIONAL, INC"
TLLU,United States,"PURCHASE, NY 10577-2135",TAL INTERNATIONAL
TLNU,Netherlands,AMSTERDAM,TRIDENT CONTAINER LEASING BV
TLOU,Germany,MANNHEIM,TANKLOG GMBH & CO KG
TLSU,Russian Federation,Novosibirsk,"LLC ""TRANSPORT LOGISTICS SYSTEMS"""
TLTU,Netherlands,HOOGVLIET (RI),TRADEMARK LEASING & TRADING BV
TLVU,Russian Federation,Vladivostok,LLC «TIS-LOGISTIC»
TLXU,India,COCHIN,TRANS ASIAN SHIPPING SERVICES (P) LTD.
TMBU,Israel,AKKO,TAMBOUR LTD.
TMCU,Egypt,CAIRO,TRANSMAR SHIPPING COMPANY
TMDU,Trinidad and Tobago,Port of Spain,CARIBBEAN GAS CHEMICAL LIMITED (CGCL)
TMEU,Japan,TOKYO,TOMOESHOKAI CO; LTD
TMHU,Netherlands,HOOGVLIET / RT,TRIMODAL EUROPE B.V
TMIU,Netherlands,DORDRECHT,TRIFLEET LEASING HOLDING B.V.
TMKU,Turkmenistan,Ashgabat,ES AT-ABRAY
TMLU,Netherlands,Rotterdam,EUROTAINER SA
TMMU,Germany,HAMBURG,HAPAG LLOYD A.G
TMPU,France,NEUILLY S/SEINE,T.M.P TRANS MODAL
TMTU,Netherlands,MOERDIJK,GCATAINER BV
TMUU,Poland,Olsztyn,FUH TOMASZ PROKORYM
TMWU,Germany,SCHWEDT,VERBIO LOGISTIK GMBH
TMYU,Portugal,LISBOA,TRANSINSULAR
TNAU,Malaysia,SHAH ALAM,TIONG NAM LOGISTICS SOLUTIONS SDN BHD
TNCU,Japan,TOKYO,TAIYO NIPPON SANSO CORPORATION
TNDU,India,"GURGAON, HARYANA",TCI SUPPLY CHAIN SOLUTIONS
TNFU,India,CUDDALORE / TAMILNADU,TANFAC INDUSTRIES LTD
TNIU,United States,"COLUMBIA, MD-21045",TN AMERICAS LLC
TNKU,Netherlands,ROTTERDAM,TANKONE B.V.
TNMU,Russian Federation,MOSCOW,TRANSPORTATION COMPANY TRANS MERIDIAN
TNOU,Israel,HAIFA,TANCO INTERNATIONAL (97) LTD.
TNPU,France,VALOGNES,ORANO TN INTERNATIONAL
TNRU,Russian Federation,Moscow,TECHNOAZOT R&P LTD
TNSU,"Korea, Republic of",SEOUL,UNICO LOGISTICS CO LTD
TNZU,Belize,BELIZE CITY,QUARTZ ENTERPRISES LTD
TOAU,Japan,TOKYO,"TOAGOSEI CO., LTD."
TOCU,"Taiwan, China",New Taipei City,TAIPEI OXYGEN & GAS CO.
TOEU,United States,Little Rock,TRANSOCEAN EQUIPMENT MANAGEMENT LLC
TOIU,France,LE PORT - LA REUNION,GRANDS TRAVAUX DE LOCEAN INDIEN (GTOI)
TOLU,United States,"PURCHASE, NY 10577-2135",TAL INTERNATIONAL
TONU,Belgium,Antwerpen,TANK ONE NV
TOPU,Germany,HAMBURG,TOPTAINER CONTAINERMANAGEMENT & SALES GMBH
TORU,Denmark,Copenhagen,MAERSK A/S
TOTU,Italy,SORA (FR),SERVIZI LOGISTICI INTEGRATI S.R.L
TPBU,Belgium,Heusden,TIGER POWER
TPCU,"Taiwan, China",TAIPEI,WAN HAI LINES LTD
TPFU,France,Saint-Maurice-la-Clouère,TPCO DEMOLITION
TPHU,United States,"PURCHASE, NY 10577-2135",TAL INTERNATIONAL
TPKU,India,VADODARA,TRANSPEK INDUSTRY LIMITED
TPMU,United States,"PURCHASE, NY 10577",EXSIF WORLDWIDE
TPOU,Spain,VALENCIA,TRANS-PORTS S.A
TPSU,"Taiwan, China",TAIPEI,BASF TAIWAN LIMITED
TPTU,United States,"PURCHASE, NY 10577",EXSIF WORLDWIDE
TPXU,United States,"PURCHASE, NY 10577-2135",TAL INTERNATIONAL
TQMU,United States,"HOUSTON,TX 77064",INTERMODAL TANK TRANSPORT INC.
TQRU,Spain,SANLUCAR LA MAYOR-SEVILLA,TRANSPORTES QUIMICOS RAMIREZ SL
TRDU,United States,"PURCHASE, NY 10577-2135",TAL INTERNATIONAL
TREU,United States,TIFTON,TRIEST AG GROUP INC
TRGU,"Venezuela, Bolivarian Republic of",CARACAS,TRIGAS EXPORT CA
TRHU,United States,"PURCHASE, NY 10577",TRITON INTERNATIONAL LTD
TRIU,United States,"PURCHASE, NY 10577",TRITON INTERNATIONAL LTD
TRKU,Turkey,ISTANBUL,TURKON CONTAINER TRANSPORTATION&SHIPPING
TRLU,United States,"PURCHASE, NY 10577-2135",TAL INTERNATIONAL
TRMU,Turkey,ISTANBUL,TARIMSAL KIMYA A.S.
TRNU,Greece,PIRAEUS,TRANSNET SA
TROU,Austria,IMST,FELIX TROLL TRANSPORT GMBH
TRPU,United States,"MIAMI, FL-33178",TROPICAL TRAILER LEASING LLC
TRRU,United States,"MATAWAN, NJ 07747",TRANSPORT RESOURCES INC.
TRSU,Italy,CASTELMAGGIORE (BO),FEDERTRASPORTI SPA
TRTU,Netherlands,ROTTERDAM,CARU CONTAINERS BV
TRUU,Switzerland,CHIASSO,TRISTAR ENGINNERING CONSULTING LOGISTIC SA
TRVU,United States,"PURCHASE, NY 10577",TRITON INTERNATIONAL LTD
TSAU,India,CHENNAI,TRISTAR CONTAINER SERVICES (ASIA) PVT. LTD.
TSCU,Ukraine,Lviv,TRANS-SERVICE-1 LLC
TSEU,HK,WANCHAI,TOP SPEED ENERGY OVERSEAS CORP LIMITED
TSFU,"Korea, Republic of",GYEONGGI-DO,SOULBRAIN CORP
TSGU,Bermuda,"HAMILTON, HM",VENTURA TRADING LTD
TSHU,Brazil,Curitiba,TSB Brasil Ltda – ME
TSIU,France,GONESSE,STSI
TSKU,Spain,ALBUIXECH VALENCIA,ESK SA
TSLU,India,CHENNAI,TCI SEAWAYS A DIVISION OF TRANSPORT CORPORATION OF INDIA LTD
TSPU,Italy,OLGIATE MOLGORA,TIPES S.P.A
TSSU,"Taiwan, China",TAIPEI,T.S. LINES LTD
TSTU,"Taiwan, China",TAIPEI,T.S. LINES LTD
TSVU,Russian Federation,KRASNOYARSK,SHIPPING COMPANY TRANSIT SV LLC
TTAU,Italy,Sesto Fiorentino,TRET SRL
TTBU,Netherlands,Roosendaal,EQUIPPED4U BV
TTEU,Norway,TVEDESTRAND,TEAMTEC AS
TTIU,"Korea, Republic of",SEOUL,"MASTERS GLOBAL LOGISTICS, INC."
TTKU,United Arab Emirates,Dubai,TRISTAR TRANSPORT LLC
TTMU,Monaco,Monaco,TITAN MED SARL
TTNU,United States,"PURCHASE, NY 10577",TRITON INTERNATIONAL LTD
TTOU,Australia,Wattleup,TOTAL CONTAINERS PTY LTD
TTSU,Russian Federation,Novosibirsk,LLC TRADETRANS
TTTU,Netherlands,Rotterdam,EUROTAINER SA
TUCU,Spain,ERANDIO,TUCABI CONTAINER S.L.
TUFU,Belgium,Wondelgem,TRANSUNIVERSE FORWARDING NV
TUKU,United Kingdom,"Templecombe, Somerset",THALES UK
TULU,Mexico,MEXICO,CONTAINER SOLUTIONS S.A DE C.V
TUTU,United Kingdom,Hitcham Suffolk,SHIPPING CONTAINER CONSULTANTS LTD
TVLU,Ukraine,DNIEPROPETROVSK,JERMYN CORPORATION - TAVRIA LINE
TVOU,Netherlands,Etten Leur,TRANSPORT VAN OVERVELD BV
TVRU,Russian Federation,Vologda,LLC TRANSSERVICE
TVTU,Germany,Lutherstadt Wittenberg,TESVOLT GMBH
TWAU,United States,"BAYTOWN,TX",TAYLOR-WHARTON AMERICA INC
TWCU,HK,Hong Kong,THRU-WORLD COMPANY LIMITED
TWMU,Poland,SOPOT,4TESS  SP. Z.O.O
TWOU,Philippines,Pasay City,2GO GROUP INC.
TWPU,United States,"LOS ALAMOS, NM 87545",TROPICAL WESTERN PACIFIC PROGRAM OFFICE
TWRU,Netherlands,Zevenbergen,TANKWAY BV
TWSU,Germany,Hamburg,TWS TANKCONTAINER-LEASING GMBH & CO KG
TWWU,Turkmenistan,Ashgabat,TURKMEN AK YOL
TXGU,Bermuda,"HAMILTON, HM HX",TEXTAINER EQUIPMENT MANAGEMENT LTD
TXWU,China,Shanghai,"SHANGHAI ACE INVESTMENT & DEVELOPMENT CO., LTD."
TXXU,United States,"SEATTLE, WA 98107-4000",TRIDENT SEAFOODS CORP
TYCU,China,Jiaxing,"TOKUYAMA CHEMICALS (ZHEJIANG) CO.,LTD"
TYRU,Ireland,MEATH,CRS REFRIGERATION LTD
TYSU,"Taiwan, China",HSIN-CHU,"MITSUBISHI CHEMICAL TAIWAN Co., LTD"
TZKU,"Taiwan, China",CHANGHUA COUNTY,SUMISEI TAIWAN TECHNOLOGY CO LTD
TZRU,Italy,Volpiano,TAZZETTI S.P.A.
UAAU,Bulgaria,Sofia,MOBIUS-GROUPPE EOOD
UACU,Germany,HAMBURG,HAPAG LLOYD A.G
UAEU,Germany,HAMBURG,HAPAG LLOYD A.G
UAFU,Mauritius,MAPOU,UAFL UNITED AFRICA FEEDER LINE
UAKU,United States,Humble,ALARA LOGISTICS
UASU,Germany,HAMBURG,HAPAG LLOYD A.G
UBBU,United Kingdom,"Hull, HU3 4AE",DEN HARTOGH DRY BULK LOGISTICS LTD
UBTU,Mongolia,Ulaanbaatar,INTERNATIONAL FREIGHT FORWARDING CENTRE OF ULAANBAATAR
UCCU,Russian Federation,St. Petersburg,LLC UNIVERSAL CONTAINER COMPANY 1520
UCLU,South Africa,DURBAN,OCEAN AFRICA CONTAINER LINE (PTY) LTD
UCSU,United Kingdom,"IRLAM, MANCHESTER",UNIVERSAL CONTAINER SERVICES LIMITED
UENU,Japan,"CHUO-KU, KOBE",U-EN CORPORATION
UESU,China,SHANGHAI,UES INTERNATIONAL (HK)  HOLDINGS LIMITED
UETU,China,SHANGHAI,UES INTERNATIONAL (HK)  HOLDINGS LIMITED
UFCU,Barbados,BRIDGETOWN BB11144,SEACO SRL
UGCU,Germany,Düsseldorf,UNIPER GLOBAL COMMODITIES SE
UGNU,Austria,Amstetten,UMDASCH GROUP NEWCON
UGPU,Russian Federation,Moscow,ROZA MIRA LLC
UHMU,Russian Federation,UGREN,HIMMAGISTRAL LTD
UKRU,Ukraine,SYNYAVA,SETTI
ULCU,"Korea, Republic of",SEOUL,UNICO LOGISTICS CO LTD
ULTU,"Korea, Republic of",SEOUL,ACE ENGINEERING CO LTD
UMJU,Germany,Berne,AS CONTAINERHANDEL & SERVICE GMBH
UMTU,Latvia,RIGA,ULTRAMAR LTD
UNCU,Poland,GDYNIA,UNI-LOGISTICS SP. Z O.O.
UNDU,Germany,HAMBURG,UNITAINER TRADING GMBH
UNIU,Bermuda,HAMILTON,UNITAS CONTAINERS LIMITED
UNLU,Egypt,ALEXANDRIA,NAMMA SHIPPING LINES (NSL)
UNOU,Norway,SKEDSMOKORSET,MALTHUS UNITEAM AS
UNXU,Bermuda,HAMILTON,UNITAS CONTAINERS LIMITED
UPAU,United Kingdom,ALFRETON DE55 4DA,KMG ULTRA PURE CHEMICALS LIMITED
UPLU,Czech Republic,JINOCANY,"UPLINE CZ, S.R.O."
UREU,Germany,BAD BENTHEIN,URENCO LTD
URFU,Russian Federation,Yekaterinburg,EUROTRANS LOGISTICS LLC
USAU,United States,"SCOTT AFB, IL-62225-5006",UNITED STATES ARMY
USFU,United States,"WRIGHT-PATTERSON AFB, OH-45433",UNITED STATES AIR FORCE
USGU,United States,Scott AFB,MILITARY SDDC
USMU,United States,"ALBANY, GA-31704",UNITED STATES MARINE CORPS
USNU,United States,"NORFOLK, VA-23511-3492",UNITED STATES NAVY
USPU,United States,"PURCHASE, NY 10577",EXSIF WORLDWIDE
UTCU,Bermuda,HAMILTON,STOLT TANK CONTAINERS LEASING LTD
UTEU,United States,"MUKILTEO, WA-98275",UNIENERGY TECHNOLOGIES
UTKU,United States,"KAPOLEI, HI 96707","UNITEK SOLVENT SERVICES, INC"
UTOU,France,MONTEVRAIN,EDF
UTTU,Netherlands,ROTTERDAM,DEN HARTOGH GLOBAL BV
UUUU,Germany,Barsbüttel,ELBTAINER TRADING GMBH
UXOU,United States,Oyster Bay,UXORIOUS IV
UXXU,China,SHANGHAI,UES INTERNATIONAL (HK)  HOLDINGS LIMITED
UZUU,Ukraine,KYIV,JSC UKRZALIZNYTSIA
VAGU,Russian Federation,MOSCOW,VA GROUP LTD.
VAIU,Finland,Vantaa,VAISALA OYJ
VANU,HK,KOWLOON,VANHUB EQUIPMENT SERVICES LTD
VASU,Singapore,Singapore,VASI SHIPPING PTE LTD
VBKU,Belgium,DENDERMONDE,TRANSPORT VERBEKEN NV
VCCU,Russian Federation,Moscow,TC VANCONTAINER CO. LTD
VCYU,Czech Republic,Ostrava,VÍTKOVICE CYLINDERS A.S.
VDBU,Netherlands,HELLEVOETSLUIS,VAN DEN BAN  AUTOBANDEN BV
VDCU,Netherlands,ROTTERDAM,VAN DOORN CONTAINER SALES AND RENTALS
VDEU,Netherlands,SPIJKENISSE,VAN DER ENT TOPMOVERS
VDLU,Netherlands,DELFT,L.V.D. LEE EN ZONEN BV
VDMU,Netherlands,GENEMUIDEN,SAMSKIP MULTIMODAL BV
VEGU,Netherlands,GENEMUIDEN,VERHOEK INTERNATIONAAL TRANSPORT BV
VERU,United States,TEMPE,VERSUM MATERIALS LLC
VESU,Ireland,Fermoy,VEOLIA ENVIRONMENTAL SERVICES
VEYU,France,TRESSES,ETS J VEYNAT SA
VEZU,Russian Federation,ST PETERSBURG,BALTICA TRANS
VGKU,Russian Federation,Krasnoyarsk,"JSC ""VAGON-K"""
VGLU,United Arab Emirates,BUR DUBAI,VASCO GLOBAL MARITIME LLC
VGNU,South Africa,Krugersdorp,VIRTUAL GAS NETWORK
VHTU,Netherlands,'s-Hertogenbosch,L & T B.V.
VIAU,Norway,Moss,VIASEA SHIPPING AS
VICU,United Kingdom,SOUTHAMPTON SO30  2HE,CONTAINER SERVICES SOLENT LTD
VINU,Netherlands,DEN HAAG,VOERMAN INTERNATIONAL BV
VIRU,United States,"Mobile, AL 36695",LOGISTICS TRADER LLC
VLGU,Belgium,Antwerpen,BROEKMAN LOGISTICS BELGIUM ANTWERP
VLLU,Russian Federation,PRIMORSKIY REGION,VL LOGISTIC JOINT STOCK COMPANY
VLNU,France,LYON CEDEX 07,VELAN SAS
VMGU,Lithuania,Klaipėda,VAKARU MEDIENOS GRUPE
VMLU,Singapore,Singapore,VASCO MARITIME PTE LTD
VMXU,Mexico,GENERAL ESCOBEDO,GRUPO TEVIAN SA DE CV
VOCU,Germany,BREMEN,BERTHOLD VOLLERS GMBH
VODU,Norway,OSLO,TANK MANAGEMENT A/S
VOLU,United Arab Emirates,Dubai,VOLTA SHIPPING SERVICES L.L.C
VORU,Spain,ALICANTE,OCEAN RACE 1973 SLU
VOTU,United Arab Emirates,Dubai,VOLTA SHIPPING SERVICES L.L.C
VPLU,"Korea, Republic of",SEOUL,VAN PLUS CORPORATION
VPTU,Germany,Remscheid,VPT KOMPRESSOREN GMBH
VRAU,Sweden,GOTHENBURG,NORDIC BULKERS AB
VREU,Netherlands,HOOGERSMILDE,VREDEVELD INTERMODAL
VRSU,Russian Federation,VLADIVOSTOK,"VLADREFTRANS CO, LTD"
VRTU,France,ARRAS CEDEX 9,SANOFI CHIMIE
VSBU,United Arab Emirates,DUBAI,V.S & B CONTAINERS LLC
VSHU,Germany,Harsefeld,VOLKER SCHILLING BAUSTOFFE U. TRANSPORTE
VSLU,China,SHANGHAI,VSKY INT'L CORP
VSTU,United Arab Emirates,DUBAI,V.S & B CONTAINERS LLC
VTCU,Netherlands,NIEUWE TONGE,VISBEEN B.V
VTGU,Germany,HAMBURG,VTG TANKTAINER GMBH
VTIU,Italy,NOVARA,MOVE INTERMODAL SRL
VTNU,Russian Federation,Vladivostok,LIMITED LIABILITY COMPANY «TORGUNION»
VTSU,Netherlands,Schiedam,L. VAN TIEL TRANSPORT B.V.
VTZU,France,PARIS LA DEFENCE CEDEX,RUBIS ENERGIE
VVIU,Russian Federation,NOVOSIBIRSK,GASCONTAINER JSC
VVKU,Belgium,SPIERE-HELKYN,VERVAEKE GROUP
VWSU,Denmark,COPENHAGEN,VESTAS NORTHERN EUROPE A/S
VZRU,Italy,REGGIO EMILIA,TRASPORTI VECCHI ZIRONI SRL
WABU,Germany,HAMBURG,HOYER GMBH
WAEU,China,Wuhan,"WUHAN ASIA-EUROPE LOGISTICS CO.,LTD"
WAFU,Germany,Bremen,BOCS GMBH
WAGU,Germany,MUENSTER,WESTFALEN AG
WARU,Finland,VAASA,WARTSILA FINLAND OY
WASU,Malaysia,AMPANG,WESTSTAR AVIATION SERVICES SDN BHD
WAUU,Belgium,HAMME,WAUTERS GLOBAL LOGISTICS NV
WAYU,China,SHANGHAI,"SHANGHAI WAYSMOS FINE CHEMICAL CO.,LTD."
WBFU,Russian Federation,CHERNYAKHOVSK,WINE & BRANDY FACTORY ALLIANCE-1892
WBPU,United States,"WOODCLIFF LAKE, N.J. 07677",SEACUBE CONTAINERS LLC
WBRU,Germany,LUBECK,BRUHN TRANSPORT EQUIPMENT GMBH & CO
WBTU,Netherlands,MAASSLUIS,WILBERT TRADING BV
WBXU,United Kingdom,Southampton Hants,WILLBOX LTD
WCGU,United States,"BETHLEHEM, PA 18015",WELDSHIP INDUSTRIES
WCHU,Austria,Krottendorf-Gaisfeld,CW CONSULTING & TRADING E.U.
WCIU,Bermuda,"HAMILTON, HM HX",TEXTAINER EQUIPMENT MANAGEMENT LTD
WCSU,Germany,HAMBURG,WCS SANTANGELO GMBH
WCTU,Austria,WIEN,WIENCONT CONTAINERTERMINAL GMBH
WCXU,Netherlands,ROTTERDAM,WEC LINES BV
WDFU,Austria,WERNDORF,ALLNEX AUSTRIA GMBH
WEBU,Germany,HAMBURG,MOBILBOXX EUROPE GMBH
WECU,Netherlands,ROTTERDAM,WEC LINES BV
WEDU,Netherlands,ROTTERDAM,CARU CONTAINERS BV
WEKU,Ukraine,Rokytne village,WEST-EXPRESS
WELU,Uruguay,Montevideo,WELCOR S.A.
WESU,United Kingdom,BRISTOL BS37 7LD,WESTERN GLOBAL HOLDINGS LIMITED
WETU,United States,Dallas,MOTOR CONTROLS INC.
WEWU,Germany,WEITEFELD,THIELMANN WEW GmbH
WEXU,Georgia,Tbilisi,WORLD EX LTD
WFHU,United States,"SAN FRANCISCO, CA 94109",WATERFRONT CONTAINER LEASING CO INC.
WFTU,China,Qingdao,WIN FAST LINE LTD
WGCU,Germany,DORMAGEN,SPEDITION BAUMLE DORMAGEN GMBH
WGRU,United States,"Richmond, VA 23220","WEIL GROUP RESOURCES, LLC"
WGSU,Netherlands,SITTARD,WG SALARI BV
